codigo,nombre,codigo_madre,nivel,orden,imputable,elemento,clasificacion_corriente_no_corriente,rubro,cuenta,subcuenta,requiere_auxiliar,tipo_auxiliar,es_regularizadora,cuenta_regularizada_codigo,tipo_regularizadora,saldo_normal,significado_saldo_normal,permite_saldo_deudor,significado_saldo_deudor,permite_saldo_acreedor,significado_saldo_acreedor,alertar_saldo_invertido,tratamiento_saldo_invertido,requiere_reclasificacion_saldo_invertido,monetaria_no_monetaria,criterio_medicion,ajustable,participa_recpam,admite_moneda_extranjera,requiere_tipo_cambio,genera_diferencia_cambio,es_cuenta_modelo,permite_copiar_modelo,uso_operativo_sistema,modulo_sugerido,presentacion_estado_contable,orden_presentacion,cuando_debitar,cuando_acreditar,errores_frecuentes,observaciones,estado
6.1.05.01,Depreciaciones Bs. de Uso,6.1.05.00,4,390,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Depreciaciones,,Depreciaciones Bs. de Uso,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,390,,,,,ACTIVA
6.1.06.00,Gastos de Conservación de Bs. de Uso,6.1.00.00,4,391,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,,,Gastos de Conservación de Bs. de Uso,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,REPARACIONES_MANTENIMIENTO,Compras,,391,,,,,ACTIVA
6.1.07.00,Mantenimiento de Bienes de Uso,6.1.00.00,4,392,0,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,,Mantenimiento de Bienes de Uso,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,REPARACIONES_MANTENIMIENTO,Compras,,392,,,,,ACTIVA
6.1.07.01,Accidentes de Trabajo,6.1.07.00,4,393,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Mantenimiento de Bienes de Uso,,Accidentes de Trabajo,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,ART_GASTO,Sueldos,,393,,,,,ACTIVA
6.1.08.00,Automotores,6.1.00.00,4,394,0,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,,Automotores,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,394,,,,,ACTIVA
6.1.08.01,Combustibles y Lubricantes,6.1.08.00,4,395,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Automotores,,Combustibles y Lubricantes,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,COMBUSTIBLES_LUBRICANTES,Compras,,395,,,,,ACTIVA
6.1.08.02,Engrase,6.1.08.00,4,396,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Automotores,,Engrase,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,COMBUSTIBLES_LUBRICANTES,Compras,,396,,,,,ACTIVA
6.1.08.03,Reparación y Mantenimiento,6.1.08.00,4,397,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Automotores,,Reparación y Mantenimiento,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,REPARACIONES_MANTENIMIENTO,Compras,,397,,,,,ACTIVA
6.1.09.00,Publicidad,6.1.00.00,4,398,0,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,,Publicidad,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,PUBLICIDAD_MARKETING,Compras,,398,,,,,ACTIVA
6.1.09.01,Gastos de Publicidad y Propaganda,6.1.09.00,4,399,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Publicidad,,Gastos de Publicidad y Propaganda,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,PUBLICIDAD_MARKETING,Compras,,399,,,,,ACTIVA
6.1.09.02,Publicidad Perdida,6.1.09.00,4,400,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Publicidad,,Publicidad Perdida,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,PUBLICIDAD_MARKETING,Compras,,400,,,,,ACTIVA
6.1.10.00,Financieros,6.1.00.00,4,401,0,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,,Financieros,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,401,,,,,ACTIVA
6.1.10.01,Comisiones y Gastos Bancarios,6.1.10.00,4,402,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Comisiones y Gastos Bancarios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,GASTOS_BANCARIOS,Banco/Caja,,402,,,,,ACTIVA
6.1.10.02,Comisiones Perdidas,6.1.10.00,4,403,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Comisiones Perdidas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,GASTOS_BANCARIOS,Banco/Caja,,403,,,,,ACTIVA
6.1.10.03,Comisiones Inmobiliarias,6.1.10.00,4,404,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Comisiones Inmobiliarias,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_CONTRATADOS,Contabilidad,,404,,,,,ACTIVA
6.1.10.04,Intereses Bancarios Perdidos,6.1.10.00,4,405,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Intereses Bancarios Perdidos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,GASTOS_BANCARIOS,Banco/Caja,,405,,,,,ACTIVA
6.1.10.05,Descuentos Concedidos,6.1.10.00,4,406,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Descuentos Concedidos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,406,,,,,ACTIVA
6.1.10.06,Bonificaciones Cedidas,6.1.10.00,4,407,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Bonificaciones Cedidas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,407,,,,,ACTIVA
6.1.10.07,Resultado por Tenencia Perdida,6.1.10.00,4,408,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Resultado por Tenencia Perdida,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,RESULTADO_TENENCIA_NEGATIVO,Contabilidad,,408,,,,,ACTIVA
6.1.10.08,Deudores Incobrables,6.1.10.00,4,409,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Deudores Incobrables,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,409,,,,,ACTIVA
6.1.10.09,Intereses Comerciales Perdidos,6.1.10.00,4,410,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Intereses Comerciales Perdidos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,410,,,,,ACTIVA
6.1.10.20,Diferencia Negativa de Cambio,6.1.10.00,4,411,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Diferencia Negativa de Cambio,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,DIFERENCIA_CAMBIO_NEGATIVA,Contabilidad,,411,,,,,ACTIVA
6.1.10.21,Resultado por Tenencia Negativo,6.1.10.00,4,412,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,Resultado por Tenencia Negativo,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,RESULTADO_TENENCIA_NEGATIVO,Contabilidad,,412,,,,,ACTIVA
6.1.10.22,RECPAM,6.1.10.00,4,413,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Financieros,,RECPAM,0,,0,,,SEGUN_NATURALEZA,,,,,,,,,,,,,,,,0,0,RECPAM,Contabilidad,,413,,,,,ACTIVA
6.1.11.00,Gastos Generales,6.1.00.00,4,414,0,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,,Gastos Generales,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,414,,,,,ACTIVA
6.1.11.01,Energía Eléctrica,6.1.11.00,4,415,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Energía Eléctrica,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_PUBLICOS,Compras,,415,,,,,ACTIVA
6.1.11.02,Comunicaciones,6.1.11.00,4,416,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Comunicaciones,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_PUBLICOS,Compras,,416,,,,,ACTIVA
6.1.11.03,Agua y Gas,6.1.11.00,4,417,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Agua y Gas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_PUBLICOS,Compras,,417,,,,,ACTIVA
6.1.11.04,Teléfono/Fax,6.1.11.00,4,418,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Teléfono/Fax,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_PUBLICOS,Compras,,418,,,,,ACTIVA
6.1.11.05,Fletes y Acarreo,6.1.11.00,4,419,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Fletes y Acarreo,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,FLETES_LOGISTICA,Compras,,419,,,,,ACTIVA
6.1.11.06,Gastos de Limpieza,6.1.11.00,4,420,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Gastos de Limpieza,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,LIMPIEZA_SEGURIDAD,Compras,,420,,,,,ACTIVA
6.1.11.07,Gastos de mantenimiento de Edificios,6.1.11.00,4,421,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Gastos de mantenimiento de Edificios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,REPARACIONES_MANTENIMIENTO,Compras,,421,,,,,ACTIVA
6.1.11.08,Servicios y Garantías,6.1.11.00,4,422,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Servicios y Garantías,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_CONTRATADOS,Compras,,422,,,,,ACTIVA
6.1.11.09,Seguridad y Vigilancia,6.1.11.00,4,423,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Seguridad y Vigilancia,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,LIMPIEZA_SEGURIDAD,Compras,,423,,,,,ACTIVA
6.1.11.10,"Papeles, Útiles y Gastos de Escritorio",6.1.11.00,4,424,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,"Papeles, Útiles y Gastos de Escritorio",0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_CONTRATADOS,Compras,,424,,,,,ACTIVA
6.1.11.11,Insumo de Computación,6.1.11.00,4,425,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Insumo de Computación,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_CONTRATADOS,Compras,,425,,,,,ACTIVA
6.1.11.12,Movilidad,6.1.11.00,4,426,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Movilidad,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,VIATICOS_MOVILIDAD,Compras,,426,,,,,ACTIVA
6.1.11.13,Viajes y Representaciones,6.1.11.00,4,427,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Viajes y Representaciones,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,VIATICOS_MOVILIDAD,Compras,,427,,,,,ACTIVA
6.1.11.14,Gastos de Papelería e Imprenta,6.1.11.00,4,428,1,EGRESOS_GASTOS_PERDIDAS,NO_APLICA,Gastos Generales,,Gastos de Papelería e Imprenta,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,SERVICIOS_CONTRATADOS,Compras,,428,,,,,ACTIVA
